campus_id,parking_lot_id,occupied_spaces,available_spaces,occupancy_percentage,predicted_occupancy,status,observation_timestamp,ingestion_timestamp,source,provenance
vitap,vitap-lot-admin-visitor,5,67,0.0694,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T18:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,5,85,0.0556,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T18:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T18:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,7,101,0.0648,"{""t_15min"": 7, ""t_30min"": 7, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,8,154,0.0494,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,3,69,0.0417,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,3,87,0.0333,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,6,102,0.0556,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,7,155,0.0432,"{""t_15min"": 7, ""t_30min"": 7, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,2,70,0.0278,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,2,88,0.0222,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,5,103,0.0463,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,6,156,0.037,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,2,70,0.0278,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,2,88,0.0222,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,5,103,0.0463,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,6,156,0.037,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,2,70,0.0278,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,2,88,0.0222,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T19:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,4,104,0.037,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,4,158,0.0247,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,2,70,0.0278,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,2,88,0.0222,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,3,105,0.0278,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,4,158,0.0247,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,3,105,0.0278,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,4,158,0.0247,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,3,105,0.0278,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,4,158,0.0247,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T20:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,2,106,0.0185,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,3,159,0.0185,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,2,106,0.0185,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,3,159,0.0185,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,2,106,0.0185,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,2,160,0.0123,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,2,106,0.0185,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,2,160,0.0123,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T21:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,2,106,0.0185,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,2,160,0.0123,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,2,106,0.0185,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,2,160,0.0123,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,2,106,0.0185,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,2,160,0.0123,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,2,106,0.0185,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,2,160,0.0123,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T22:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,1,107,0.0093,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,2,160,0.0123,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,1,107,0.0093,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,1,161,0.0062,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,1,107,0.0093,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,1,161,0.0062,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,1,107,0.0093,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,1,161,0.0062,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-13T23:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,3,105,0.0278,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,4,158,0.0247,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,1,71,0.0139,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,1,89,0.0111,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:00:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,4,104,0.037,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,5,157,0.0309,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,2,70,0.0278,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,2,88,0.0222,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,0,54,0.0,"{""t_15min"": 0, ""t_30min"": 0, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:15:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,4,104,0.037,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,5,157,0.0309,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,2,70,0.0278,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,2,88,0.0222,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:30:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,4,104,0.037,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,5,157,0.0309,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-14T00:45:00,2026-09-24T12:03:58.696336,synthetic_generator,SYNTHETIC
